,Name,College_y
1029,"Tucker,P.J.",Texas (2003–2006)
1030,"Vinicius,Marcus",
1031,"White,James","['Florida (2001–2002)', 'Cincinnati (2003–2006)']"
1032,"Williams,Justin","['Colby CC (2002–2004)', 'Wyoming (2004–2006)']"
1033,"Williams,Marcus",UConn (2003–2006)
1034,"Williams,Shawne",Memphis (2005–2006)
1035,"Williams,Shelden",Duke (2002–2006)
1036,"Afflalo,Arron",UCLA (2004–2007)
1037,"Ahearn,Blake",Missouri State (2003–2007)
1038,"Allred,Lance","['Utah (2000–2002)', 'Weber State (2003–2005)']"
1039,"Almond,Morris",Rice (2003–2007)
1040,"Anthony,Joel","['High school', 'Selwyn House (Montreal, Quebec)', 'Emmanuel Christian (Montreal, Quebec)', 'Dawson  (Montreal, Quebec)']"
1041,"Belinelli,Marco",
1042,"Brewer,Corey",Florida (2004–2007)
1043,"Brooks,Aaron",Oregon (2003–2007)
1044,"Chandler,Wilson",DePaul (2005–2007)
1045,"Conley,Mike",Ohio State (2006–2007)
1046,"Cook,Daequan",Ohio State (2006–2007)
1047,"Crittenton,Javaris",Georgia Tech (2006–2007)
1048,"Davidson,Jermareo",Alabama (2003–2007)
1049,"Davis,Glen",LSU (2004–2007)
1050,"Díaz,Guillermo",
1051,"Dudley,Jared",Boston  (2003–2007)
1052,"Durant,Kevin",Texas (2006–2007)
1053,"Fazekas,Nick",Nevada (2003–2007)
1054,"Fesenko,Kyrylo",
1055,"Gardner,Thomas",Missouri (2003–2006)
1056,"Gortat,Marcin",
1057,"Gray,Aaron",Pittsburgh (2003–2007)
1058,"Green,Jeff",Georgetown (2004–2007)
1059,"Green,Taurean",Florida (2004–2007)
1060,"Harris,Mike",Rice (2001–2005)
1061,"Hawes,Spencer",Washington (2006–2007)
1062,"Horford,Al",Florida (2004–2007)
1063,"Jianlian,Yi",
1064,"Karl,Coby",Boise State (2003–2007)
1065,"Landry,Carl","['Vincennes (2002–2004)', 'Purdue (2004–2007)']"
1066,"Langford,Keith",Kansas (2001–2005)
1067,"Lasme,Stéphane",UMass (2003–2007)
1068,"Law,Acie",Texas A&M (2003–2007)
1069,"Mahinmi,Ian",
1070,"McGuire,Dominic","['California (2003–2005)', 'Fresno State (2006–2007)']"
1071,"McRoberts,Josh",Duke (2005–2007)
1072,"Moon,Jamario",Meridian CC (1999–2000)
1073,"Navarro,Juan Carlos",
1074,"Nichols,Demetris",Syracuse (2003–2007)
1075,"Noah,Joakim",Florida (2004–2007)
1076,"Pecherov,Oleksiy",
1077,"Perović,Kosta",
1078,"Powell,Kasib","['Butler CC (1999–2001)', 'Texas Tech (2001–2003)']"
1079,"Pruitt,Gabe",USC (2004–2007)
1080,"Richard,Chris",Florida (2003–2007)
1081,"Samb,Cheikh",
1082,"Scola,Luis",
1083,"Sessions,Ramon",Nevada (2004–2007)
1084,"Sims,Courtney",Michigan (2003–2007)
1085,"Smith,Jason",Colorado State (2004–2007)
1086,"Strawberry,D.J.",Maryland (2003–2007)
1087,"Stuckey,Rodney",Eastern Washington (2005–2007)
1088,"Thornton,Al",Florida State (2003–2007)
1089,"Tucker,Alando",Wisconsin (2002–2007)
1090,"Washington,Darius",Memphis (2004–2006)
1091,"Watkins,Darryl",Syracuse (2003–2007)
1092,"Watson,C.J.",Tennessee (2002–2006)
1093,"West,Mario",Georgia Tech (2003–2007)
1094,"Williams,Sean",Boston  (2004–2007)
1095,"Wright,Brandan",North Carolina (2006–2007)
1096,"Wright,Julian",Kansas (2005–2007)
1097,"Young,Nick",USC (2004–2007)
1098,"Young,Thaddeus",Georgia Tech (2006–2007)
1099,"Ajinça,Alexis",
1100,"Alexander,Joe",West Virginia (2005–2008)
1101,"Anderson,Ryan",California (2006–2008)
1102,"Arthur,Darrell",Kansas (2006–2008)
1103,"Augustin,D.J.",Texas (2006–2008)
1104,"Batum,Nicolas",
1105,"Bayless,Jerryd",Arizona (2007–2008)
1106,"Beasley,Michael",Kansas State (2007–2008)
1107,"Brown,Bobby",Cal State Fullerton (2003–2007)
1108,"Chalmers,Mario",Kansas (2005–2008)
1109,"Crawford,Joe",
1110,"Dorsey,Joey",Memphis (2004–2008)
1111,"Douglas-Roberts,Chris",Memphis (2005–2008)
1112,"Dragić,Goran",
1113,"Fernández,Rudy",
1114,"Gallinari,Danilo",
1115,"Gasol,Marc",
1116,"Giddens,J.R.","['Kansas (2003–2005)', 'New Mexico (2006–2008)']"
1117,"Gordon,Eric",Indiana (2007–2008)
1118,"Greene,Donté",Syracuse (2007–2008)
1119,"Haddadi,Hamed",
1120,"Hairston,Malik",Oregon (2004–2008)
1121,"Hibbert,Roy",Georgetown (2004–2008)
1122,"Hickson,J.J.",NC State (2007–2008)
1123,"Hill,George",IUPUI (2004–2008)
1124,"Hill,Steven",Arkansas (2004–2008)
1125,"Hunter,Othello","['Hillsborough CC (2004–2006)', 'Ohio State (2006–2008)']"
1126,"Jackson,Darnell",Kansas (2004–2008)
1127,"Jawai,Nathan","High schoolSt Augustine's (Cairns, Queensland)"
1128,"Jefferson,Dontell","['Atlanta Metropolitan (2002–2004)', 'Arkansas (2004–2006)']"
1129,"Johnson,Trey","['Northeast Mississippi (2002–2003)', 'Alcorn State (2003–2004)', 'Jackson State (2005–2007)']"
1130,"Jordan,DeAndre",Texas A&M (2007–2008)
1131,"Koufos,Kosta",Ohio State (2007–2008)
1132,"Kurz,Rob",Notre Dame (2004–2008)
1133,"Lee,Courtney",Western Kentucky (2004–2008)
1134,"Lopez,Brook",Stanford (2006–2008)
1135,"Lopez,Robin",Stanford (2006–2008)
1136,"Love,Kevin",UCLA (2007–2008)
1137,"Martin,Cartier",Kansas State (2003–2007)
1138,"Mayo,O.J.","['High school', 'Rose Hill Christian(Ashland, Kentucky)', 'North  Hill(North  Hill, Ohio)', 'Huntington(Huntington, West Virginia)']"
1139,"Mbah a Moute,Luc",UCLA (2005–2008)
1140,"McGee,JaVale",Nevada (2006–2008)
1141,"Morrow,Anthony",Georgia Tech (2004–2008)
1142,"Nelson,DeMarcus",Duke (2004–2008)
1143,"Oden,Greg",Ohio State (2006–2007)
1144,"Randolph,Anthony",LSU (2007–2008)
1145,"Rose,Derrick",Memphis (2007–2008)
1146,"Rush,Brandon",Kansas (2005–2008)
1147,"Sharpe,Walter","['Mississippi State (2004–2006)', 'UAB (2007–2008)']"
1148,"Singletary,Sean",Virginia (2004–2008)
1149,"Speights,Marreese",Florida (2006–2008)
1150,"Taylor,Mike","['Chipola  (2004–2006)', 'Iowa State (2006–2007)']"
1151,"Thompson,Jason",Rider (2004–2008)
1152,"Tolliver,Anthony",Creighton (2003–2007)
1153,"Ukić,Roko",
1154,"Walker,Henry","High schoolRose Hill Christian(Ashland, Kentucky)North  Hill(North  Hill, Ohio)"
1155,"Weaver,Kyle",Washington State (2004–2008)
1156,"Weems,Sonny","['Arkansas–Fort Smith (2004–2006)', 'Arkansas (2006–2008)']"
1157,"Westbrook,Russell",UCLA (2006–2008)
1158,"White,D.J.",Indiana (2004–2008)
1159,"Williams,Jawad",North Carolina (2001–2005)
1160,"Yue,Sun",
1161,"Andersen,David",
1162,"Anderson,Antonio",Memphis (2005–2009)
1163,"Ayres,Jeff",Arizona State (2005–2009)
1164,"Beaubois,Rodrigue",
1165,"Blair,DeJuan",Pittsburgh (2007–2009)
1166,"Brockman,Jon",Washington (2005–2009)
1167,"Brown,Derrick",Xavier (2005–2009)
1168,"Budinger,Chase",Arizona (2006–2009)
1169,"Carroll,DeMarre","['Vanderbilt (2004–2006)', 'Missouri (2007–2009)']"
1170,"Casspi,Omri",
1171,"Clark,Earl",Louisville (2006–2009)
1172,"Collison,Darren",UCLA (2005–2009)
1173,"Cunningham,Dante",Villanova (2005–2009)
1174,"Curry,JamesOn",Oklahoma State (2004–2007)
1175,"Curry,Stephen",Davidson (2006–2009)
1176,"Daye,Austin",Gonzaga (2007–2009)
1177,"DeRozan,DeMar",USC (2008–2009)
1178,"Douglas,Toney","['Auburn (2004–2005)', 'Florida State (2006–2009)']"
1179,"Ellington,Wayne",North Carolina (2006–2009)
1180,"Evans,Tyreke",Memphis (2008–2009)
1181,"Flynn,Jonny",Syracuse (2007–2009)
1182,"Gaines,Sundiata",Georgia (2004–2008)
1183,"Gee,Alonzo",Alabama (2005–2009)
1184,"Gibson,Taj",USC (2006–2009)
1185,"Gilder,Trey","['McNeese State (2003–2004)', 'Tyler JC (2004–2006)', 'Northwestern State (2006–2008)']"
1186,"Green,Danny",North Carolina (2005–2009)
1187,"Griffin,Taylor",Oklahoma (2005–2009)
1188,"Hansbrough,Tyler",North Carolina (2005–2009)
1189,"Harden,James",Arizona State (2007–2009)
1190,"Henderson,Gerald",VCU (1974–1978)
1191,"Hill,Jordan",Arizona (2006–2009)
1192,"Holiday,Jrue",UCLA (2008–2009)
1193,"Hudson,Lester","['Southwest Tennessee CC (2005–2007)', 'Tennessee–Martin (2007–2009)']"
1194,"Hunter,Chris",Michigan (2002–2006)
1195,"Ibaka,Serge",
1196,"Jackson,Cedric","[""St. John's (2004–2006)"", 'Cleveland State (2007–2009)']"
1197,"Jeffers,Othyus","['Los Angeles Southwest (2003–2004)', 'UIC (2005–2007)', 'Robert Morris (Illinois) (2007–2008)']"
1198,"Jennings,Brandon",
1199,"Jerebko,Jonas",
1200,"Johnson,James",Wake Forest (2007–2009)
1201,"Lafayette,Oliver","['Blinn (2002–2003)', 'Brown Mackie (2004–2005)', 'Houston (2005–2007)']"
1202,"Landry,Marcus",Wisconsin (2005–2009)
1203,"Lawson,Ty",North Carolina (2006–2009)
1204,"Matthews,Wesley",Marquette (2005–2009)
1205,"Maynor,Eric",VCU (2005–2009)
1206,"Meeks,Jodie",Kentucky (2006–2009)
1207,"Mills,Patty","['High school', 'Marist (Canberra)', 'Lake Ginninderra(Canberra)']"
1208,"Mullens,Byron",Ohio State (2008–2009)
1209,"Price,A.J.",UConn (2006–2009)
1210,"Summers,DaJuan",Georgetown (2006–2009)
1211,"Taylor,Jermaine",UCF (2005–2009)
1212,"Teague,Jeff",Wake Forest (2007–2009)
1213,"Temple,Garrett",LSU (2005–2009)
1214,"Thabeet,Hasheem",UConn (2006–2009)
1215,"Thornton,Marcus","['Kilgore (2005–2007)', 'LSU (2007–2009)']"
1216,"Williams,Reggie",Georgetown (1983–1987)
1217,"Williams,Terrence",Louisville (2005–2009)
1218,"Young,Sam",Pittsburgh (2005–2009)
1219,"Adrien,Jeff",UConn (2005–2009)
1220,"Alabi,Solomon",Florida State (2007–2010)
1221,"Aldrich,Cole",Kansas (2007–2010)
1222,"Aminu,Al-Farouq",Wake Forest (2008–2010)
1223,"Anderson,James",Oklahoma State (2007–2010)
1224,"Aşık,Ömer",
1225,"Babbitt,Luke",Nevada (2008–2010)
1226,"Bledsoe,Eric",Kentucky (2009–2010)
1227,"Booker,Trevor",Clemson (2006–2010)
1228,"Brackins,Craig",Iowa State (2007–2010)
1229,"Bradley,Avery",Texas (2009–2010)
1230,"Caracter,Derrick","['Louisville (2006–2008)', 'UTEP (2009–2010)']"
1231,"Collins,Sherron",Kansas (2006–2010)
1232,"Cousin,Marcus",Kentucky (2009–2010)
1233,"Cousins,DeMarcus",Kentucky (2009–2010)
1234,"Crawford,Jordan","['Indiana (2007–2008)', 'Xavier (2009–2010)']"
1235,"Davis,Ed",North Carolina (2008–2010)
1236,"Dowdell,Zabian",Virginia Tech (2003–2007)
1237,"Ebanks,Devin",West Virginia (2008–2010)
1238,"Erden,Semih",
1239,"Evans,Jeremy",Western Kentucky (2006–2010)
1240,"Eyenga,Christian",
1241,"Favors,Derrick",Georgia Tech (2009–2010)
1242,"Fields,Landry",Stanford (2006–2010)
1243,"Forbes,Gary","['Virginia (2003–2005)', 'UMass (2006–2008)']"
1244,"George,Paul",Fresno State (2008–2010)
1245,"Griffin,Blake",Oklahoma (2007–2009)
1246,"Harangody,Luke",Notre Dame (2006–2010)
1247,"Harris,Manny",Michigan (2007–2010)
1248,"Hayward,Gordon",Butler (2008–2010)
1249,"Hayward,Lazar",Marquette (2006–2010)
1250,"Henry,Xavier",Kansas (2009–2010)
1251,"James,Damion",Texas (2006–2010)
1252,"Jeter,Eugene",Portland (2002–2006)
1253,"Johnson,Armon",Nevada (2007–2010)
1254,"Johnson,Chris",LSU (2005–2009)
1255,"Johnson,Wesley","['Iowa State (2006–2008)', 'Syracuse (2009–2010)']"
1256,"Jones,Dominique",South Florida (2007–2010)
1257,"Lawal,Gani","Born (1988-11-07) November 7, 1988 (age 34) Park, Georgia"
1258,"Lin,Jeremy",Harvard (2006–2010)
1259,"Monroe,Greg",Georgetown (2008–2010)
1260,"Mozgov,Timofey",
1261,"N'Diaye,Hamady",Rutgers (2006–2010)
1262,"Neal,Gary","['La Salle (2002–2004)', 'Towson (2005–2007)']"
1263,"Owens,Larry","['Yavapai  (2001–2003)', 'Oral Roberts (2004–2006)']"
1264,"Patterson,Patrick",Kentucky (2007–2010)
1265,"Peković,Nikola",
1266,"Pittman,Dexter",Texas (2006–2010)
1267,"Pondexter,Quincy",Washington (2006–2010)
1268,"Rautins,Andy",Syracuse (2005–2010)
1269,"Samuels,Samardo",Louisville (2008–2010)
1270,"Sanders,Larry",VCU (2007–2010)
1271,"Séraphin,Kevin",
1272,"Shakur,Mustafa",Arizona (2003–2007)
1273,"Siler,Garret",Augusta (2005–2009)
1274,"Smith,Ish",Wake Forest (2006–2010)
1275,"Splitter,Tiago",
1276,"Stephenson,Lance",Cincinnati (2009–2010)
1277,"Sy,Pape",
1278,"Turner,Evan",Ohio State (2007–2010)
1279,"Udoh,Ekpe","['Michigan (2006–2008)', 'Baylor (2009–2010)']"
1280,"Uzoh,Ben",Tulsa (2006–2010)
1281,"Vásquez,Greivis",Maryland (2006–2010)
1282,"Wall,John",Kentucky (2009–2010)
1283,"Warren,Willie",Oklahoma (2008–2010)
1284,"Whiteside,Hassan",Marshall (2009–2010)
1285,"Allen,Lavoy",Temple (2007–2011)
1286,"Ayón,Gustavo",Universidad Popular Autónoma del Estado de Puebla
1287,"Benson,Keith",Oakland (2007–2011)
1288,"Biyombo,Bismack",
1289,"Brooks,MarShon",Providence (2007–2011)
1290,"Burks,Alec",Colorado (2009–2011)
1291,"Butler,Jimmy","['Tyler JC (2007–2008)', 'Marquette (2008–2011)']"
1292,"Byars,Derrick","['Virginia (2002–2004)', 'Vanderbilt (2005–2007)']"
1293,"Cole,Norris",Cleveland State (2007–2011)
1294,"Dawson,Eric","['McLennan CC (2003–2005)', 'Midwestern State (2005–2007)']"
1295,"Dentmon,Justin",Washington (2005–2009)
1296,"Dyson,Jerome",UConn (2006–2010)
1297,"Faried,Kenneth",Morehead State (2007–2011)
1298,"Foote,Jeff",Cornell (2007–2010)
1299,"Fortson,Courtney",Arkansas (2008–2010)
1300,"Fredette,Jimmer",BYU (2007–2011)
1301,"Freedom,Enes",
1302,"Gladness,Mickell","['Lawson State CC (2004–2005)', 'Alabama A&M (2005–2008)']"
1303,"Goudelock,Andrew", of Charleston (2007–2011)
1304,"Hamilton,Jordan",Texas (2009–2011)
1305,"Harper,Justin",Richmond (2007–2011)
1306,"Harrellson,Josh","['Southwestern Illinois (2007–2008)', 'Kentucky (2008–2011)']"
1307,"Harris,Terrel",Oklahoma State (2005–2009)
1308,"Harris,Tobias",Tennessee (2010–2011)
1309,"Higgins,Cory",Colorado (2007–2011)
1310,"Hobson,Darington","['USU Eastern (2007–2009)', 'New Mexico (2009–2010)']"
1311,"Honeycutt,Tyler",UCLA (2009–2011)
1312,"Horner,Dennis",NC State (2006–2010)
1313,"Irving,Kyrie",Duke (2010–2011)
1314,"Jackson,Reggie",Boston  (2008–2011)
1315,"Jenkins,Charles",Hofstra (2007–2011)
1316,"Johnson,Carldell","['Salt Lake CC (2002–2003)', 'UAB (2003–2006)']"
1317,"Johnson,Ivan","['Cisco JC (2002–2003)', 'L.A. Southwest CC (2004–2005)', 'Oregon (2005–2006)', 'Cal State San Bernardino (2006–2007)']"
1318,"Johnson,JaJuan",Purdue (2007–2011)
1319,"Jordan,Jerome","['High school', 'Jamaica  (Kingston, Jamaica)', 'Florida Air Academy(Melbourne, Florida)']"
1320,"Joseph,Cory",Texas (2010–2011)
1321,"Kennedy,D.J.",St. John's (2007–2011)
1322,"Knight,Brandon",Kentucky (2010–2011)
1323,"Lee,Malcolm",UCLA (2008–2011)
1324,"Leonard,Kawhi",San Diego State (2009–2011)
1325,"Leslie,Travis",Georgia (2008–2011)
1326,"Leuer,Jon",Wisconsin (2007–2011)
1327,"Liggins,DeAndre",Kentucky (2008–2011)
1328,"Mack,Shelvin",Butler (2008–2011)
1329,"Macklin,Vernon","['Georgetown (2006–2008)', 'Florida (2009–2011)']"
1330,"Moore,E'Twaun",Purdue (2007–2011)
1331,"Morris,Darius",Michigan (2009–2011)
1332,"Morris,Marcus",Kansas (2008–2011)
1333,"Morris,Markieff",Kansas (2008–2011)
1334,"Orton,Daniel",Kentucky (2009–2010)
1335,"Pargo,Jeremy",Gonzaga (2005–2009)
1336,"Parsons,Chandler",Florida (2007–2011)
1337,"Reid,Ryan",Florida State (2006–2010)
1338,"Rubio,Ricky",
1339,"Russell,Walker","['Oakland CC (1978–1979)', 'Houston (1979–1980)', 'Western Michigan (1980–1982)']"
1340,"Selby,Josh",Kansas (2010–2011)
1341,"Shumpert,Iman",Georgia Tech (2008–2011)
1342,"Silas,Xavier","['Colorado (2006–2008)', 'Northern Illinois (2009–2011)']"
1343,"Singleton,Chris",Florida State (2008–2011)
1344,"Sloan,Donald",Texas A&M (2006–2010)
1345,"Smith,Greg",Fresno State (2009–2011)
1346,"Smith,Jerry",Louisville (2006–2010)
1347,"Smith,Nolan",Duke (2007–2011)
1348,"Stiemsma,Greg",Wisconsin (2004–2008)
1349,"Stone,Julyan",UTEP (2007–2011)
1350,"Thomas,Isaiah",Washington (2008–2011)
1351,"Thomas,Lance",Duke (2006–2010)
1352,"Thomas,Malcolm","['Pepperdine (2007–2008)', 'San Diego CC (2008–2009)', 'San Diego State (2009–2011)']"
1353,"Thompkins,Trey",Georgia (2008–2011)
1354,"Thompson,Klay",Washington State (2008–2011)
1355,"Thompson,Mychel",Pepperdine (2007–2011)
1356,"Thompson,Tristan",Texas (2010–2011)
1357,"Tyler,Jeremy",
1358,"Ubiles,Edwin",Siena (2006–2010)
1359,"Veselý,Jan",
1360,"Vučević,Nikola",USC (2008–2011)
1361,"Walker,Kemba",UConn (2008–2011)
1362,"Williams,Derrick",Arizona (2009–2011)
1363,"Williams,Elliot","['Duke (2008–2009)', 'Memphis (2009–2010)']"
1364,"Williams,Jordan",Maryland (2009–2011)
1365,"Wright,Chris","High schoolSt. John's (Washington, D. C.)"
1366,"Acy,Quincy",Baylor (2008–2012)
1367,"Akognon,Josh","['Washington State (2004–2006)', 'Cal State Fullerton (2007–2009)']"
1368,"Barnes,Harrison",North Carolina (2010–2012)
1369,"Barton,Will",Memphis (2010–2012)
1370,"Baynes,Aron",Washington State (2005–2009)
1371,"Bazemore,Kent",Old Dominion (2008–2012)
1372,"Beal,Bradley",Florida (2011–2012)
1373,"Beverley,Patrick",Arkansas (2006–2008)
1374,"Claver,Victor",
1375,"Copeland,Chris",Colorado (2002–2006)
1376,"Crowder,Jae","['South Georgia Tech (2008–2009)', 'Howard  (2009–2010)', 'Marquette (2010–2012)']"
1377,"Cunningham,Jared",Oregon State (2009–2012)
1378,"Davis,Anthony",Kentucky (2011–2012)
1379,"De Colo,Nando",
1380,"Drummond,Andre",UConn (2011–2012)
1381,"English,Kim",Missouri (2008–2012)
1382,"Ezeli,Festus",Vanderbilt (2008–2012)
1383,"Fournier,Evan",
1384,"Freeland,Joel",Farnborough  of Technology
1385,"Garrett,Diante",Iowa State (2007–2011)
1386,"Green,Draymond",Michigan State (2008–2012)
1387,"Hansbrough,Ben","['Mississippi State (2006–2008)', 'Notre Dame (2009–2011)']"
1388,"Harkless,Maurice",St. John's (2011–2012)
1389,"Henson,John",North Carolina (2009–2012)
1390,"Holiday,Justin",Washington (2007–2011)
1391,"James,Bernard","['Tallahassee CC (2008–2010)', 'Florida State (2010–2012)']"
1392,"Jenkins,John",Vanderbilt (2009–2012)
1393,"Johnson,Orlando","['Loyola Marymount (2007–2008)', 'UC Santa Barbara (2009–2012)']"
1394,"Johnson-Odom,Darius","['Hutchinson CC (2008–2009)', 'Marquette (2009–2012)']"
1395,"Jones,DeQuan",Miami (Florida) (2008–2012)
1396,"Jones,Kevin",West Virginia (2008–2012)
1397,"Jones,Perry",Baylor (2010–2012)
1398,"Jones,Terrence",Kentucky (2010–2012)
1399,"Joseph,Kris",Syracuse (2008–2012)
1400,"Kidd-Gilchrist,Michael",Kentucky (2011–2012)
1401,"Kravtsov,Viacheslav",
1402,"Lamb,Doron",Kentucky (2010–2012)
1403,"Lamb,Jeremy",UConn (2010–2012)
1404,"Leonard,Meyers",Illinois (2010–2012)
1405,"Lillard,Damian",Weber State (2008–2012)
1406,"Machado,Scott",Iona (2008–2012)
1407,"Marshall,Kendall",North Carolina (2010–2012)
1408,"Melo,Fab",Syracuse (2010–2012)
1409,"Middleton,Khris",Texas A&M (2009–2012)
1410,"Miller,Darius",Kentucky (2008–2012)
1411,"Miller,Quincy",Baylor (2011–2012)
1412,"Motiejūnas,Donatas",
1413,"Moultrie,Arnett","['UTEP (2008–2010)', 'Mississippi State (2011–2012)']"
1414,"Murphy,Kevin",Tennessee Tech (2008–2012)
1415,"Nicholson,Andrew",St. Bonaventure (2008–2012)
1416,"O'Quinn,Kyle",Norfolk State (2008–2012)
1417,"Ohlbrecht,Tim",
1418,"Plumlee,Miles",Duke (2008–2012)
1419,"Prigioni,Pablo",
1420,"Rivers,Austin",Duke (2011–2012)
1421,"Roberts,Brian",Dayton (2004–2008)
1422,"Robinson,Thomas",Kansas (2009–2012)
1423,"Ross,Terrence",Washington (2010–2012)
1424,"Sacre,Robert",Gonzaga  (2007–2012)
1425,"Scott,Mike",Virginia (2007–2012)
1426,"Shengelia,Tornike",
1427,"Shved,Alexey",
1428,"Sims,Henry",Georgetown (2008–2012)
1429,"Singler,Kyle",Duke (2007–2011)
1430,"Sullinger,Jared",Ohio State (2010–2012)
1431,"Taylor,Jeffery",Vanderbilt (2008–2012)
1432,"Taylor,Tyshawn",Kansas (2008–2012)
1433,"Teague,Marquis",Kentucky (2011–2012)
1434,"Teletović,Mirza",
1435,"Valančiūnas,Jonas",
1436,"Varnado,Jarvis",Mississippi State (2006–2010)
1437,"Waiters,Dion",Syracuse (2010–2012)
1438,"Wayns,Maalik",Villanova (2009–2012)
1439,"Wroten,Tony",Washington (2011–2012)
1440,"Zeller,Luke",Notre Dame (2005–2009)
1441,"Zeller,Tyler",North Carolina (2008–2012)
1442,"Adams,Steven","['High school', 'Rotorua Lakes(Rotorua, New Zealand)', 'Scots (Wellington, New Zealand)', 'Notre Dame Prep(Fitchburg, Massachusetts)']"
1443,"Antetokounmpo,Giannis",
1444,"Antić,Pero",
1445,"Babb,Chris","['Penn State (2008–2010)', 'Iowa State (2011–2013)']"
1446,"Bennett,Anthony",UNLV (2012–2013)
1447,"Blue,Vander",Marquette (2010–2013)
1448,"Brown,Lorenzo",NC State (2010–2013)
1449,"Bullock,Reggie",North Carolina (2010–2013)
1450,"Burke,Trey",Michigan (2011–2013)
1451,"Buycks,Dwight","['Indian Hills CC (2007–2009)', 'Marquette (2009–2011)']"
1452,"Calathes,Nick",Florida (2007–2009)
1453,"Caldwell-Pope,Kentavious",Georgia (2011–2013)
1454,"Canaan,Isaiah",Murray State (2009–2013)
1455,"Carter-Williams,Michael",Syracuse (2011–2013)
1456,"Christmas,Dionte",Temple (2005–2009)
1457,"Clark,Ian",Belmont (2009–2013)
1458,"Covington,Robert",Tennessee State (2009–2013)
1459,"Crabbe,Allen",California (2010–2013)
1460,"Curry,Seth","['Liberty (2008–2009)', 'Duke (2010–2013)']"
1461,"Daniels,Troy",VCU (2009–2013)
1462,"Datome,Luigi",
1463,"Davies,Brandon",BYU (2009–2013)
1464,"Dedmon,Dewayne","['Antelope Valley (2009–2010)', 'USC (2011–2013)']"
1465,"Dellavedova,Matthew","['High school', 'Maryborough Regional (Maryborough, Victoria)', 'Lake Ginninderra (Canberra, ACT)']"
1466,"Dieng,Gorgui",Louisville (2010–2013)
1467,"Edwards,Shane","['Northeastern JC (2005–2007)', 'Little Rock (2007–2009)']"
1468,"Faverani,Vítor",
1469,"Felix,Carrick","[' of Southern Idaho (2009–2010)', 'Arizona State (2010–2013)']"
1470,"Franklin,Jamaal",San Diego State (2010–2013)
1471,"Gobert,Rudy",
1472,"Goodwin,Archie",Kentucky (2012–2013)
1473,"Gutiérrez,Jorge",California (2008–2012)
1474,"Hamilton,Justin","['Iowa State (2008–2010)', 'LSU (2011–2012)']"
1475,"Harris,Elias",Gonzaga (2009–2013)
1476,"Hill,Solomon",Arizona (2009–2013)
1477,"Hopson,Scotty",Tennessee (2008–2011)
1478,"Hummel,Robbie",Purdue (2007–2012)
1479,"Karasev,Sergey",
1480,"Kelly,Ryan",Duke (2009–2013)
1481,"Kuzmić,Ognjen",
1482,"Larkin,Shane",Miami (Florida) (2011–2013)
1483,"Ledo,Ricky",
1484,"Len,Alex","High schoolDnipropetrovsk Higher (Dnipropetrovsk, Ukraine)"
1485,"McCallum,Ray",Detroit Mercy (2010–2013)
1486,"McCollum,CJ",Lehigh (2009–2013)
1487,"McLemore,Ben",Kansas (2012–2013)
1488,"Mekel,Gal",Wichita State (2006–2008)
1489,"Mitchell,Tony",
1490,"Muhammad,Shabazz",UCLA (2012–2013)
1491,"Murphy,Erik",Florida (2009–2013)
1492,"Murry,Toure'",Wichita State (2008–2012)
1493,"Muscala,Mike",Bucknell (2009–2013)
1494,"Nedović,Nemanja",
1495,"Nunnally,James",UC Santa Barbara (2008–2012)
1496,"Oladipo,Victor",Indiana (2010–2013)
1497,"Olynyk,Kelly",Gonzaga (2009–2013)
1498,"Onuaku,Arinze",Syracuse (2005–2010)
1499,"Plumlee,Mason",Duke (2009–2013)
1500,"Porter,Otto",Georgetown (2011–2013)
1501,"Pressey,Phil",Missouri (2010–2013)
1502,"Raduljica,Miroslav",
1503,"Roberson,Andre",Colorado (2010–2013)
1504,"Schröder,Dennis",
1505,"Siva,Peyton",Louisville (2009–2013)
1506,"Smith,Chris",UCLA (2017–2021)
1507,"Snell,Tony",New Mexico (2010–2013)
1508,"Southerland,James",Syracuse (2009–2013)
1509,"Stephens,D.J.",Memphis (2009–2013)
1510,"Thomas,Adonis",Memphis (2011–2013)
1511,"Thompson,Hollis",Georgetown (2009–2012)
1512,"Ware,Casper",Long Beach State (2008–2012)
1513,"White,Royce","['Minnesota (2009–2010)', 'Iowa State (2011–2012)']"
1514,"Withey,Jeff",Kansas (2009–2013)
1515,"Wolters,Nate",South Dakota State (2009–2013)
1516,"Zeller,Cody",Indiana (2011–2013)
1517,"Adams,Jordan",UCLA (2012–2014)
1518,"Aldemir,Furkan",
1519,"Anderson,Kyle",UCLA (2012–2014)
1520,"Bairstow,Cameron",New Mexico (2010–2014)
1521,"Benimon,Jerrelle","['Georgetown (2009–2011)', 'Towson (2012–2014)']"
1522,"Bhullar,Sim",New Mexico State (2012–2014)
1523,"Black,Tarik","['Memphis (2010–2013)', 'Kansas (2013–2014)']"
1524,"Bogdanović,Bojan",
1525,"Brown,Jabari","['Oregon (2011–2012)', 'Missouri (2012–2014)']"
1526,"Brown,Markel",Oklahoma State (2010–2014)
1527,"Caboclo,Bruno",
1528,"Capela,Clint",
1529,"Cherry,Will",Montana (2009–2013)
1530,"Christopher,Patrick",California (2006–2010)
1531,"Clarkson,Jordan","['Tulsa (2010–2012)', 'Missouri (2013–2014)']"
1532,"Cooley,Jack",Notre Dame (2009–2013)
